dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,rly,ry,saving,saving_rate,unemp,y_deflator,yield_10y,yield_3m
1945-01-01,1945-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-04-01,1945-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-07-01,1945-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1945-10-01,1945-12-31 23:59:59.999,797839.9,608512.9,189327,NA,NA,NA,NA,NA,NA,NA,30584.0,NA,NA,NA,NA,NA,767255.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-01-01,1946-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-04-01,1946-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-07-01,1946-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1946-10-01,1946-12-31 23:59:59.999,880826.8,660110.8,220716,NA,NA,NA,NA,NA,NA,NA,37441.0,NA,NA,NA,NA,NA,843385.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1947-01-01,1947-03-31 23:59:59.999,NA,NA,NA,0.13030,NA,22.000,NA,0.9,NA,0.9,NA,NA,6.0,156.3,20.7,171.0,NA,165.0,60.7,190.2,NA,46.04561403508772,1199.4,1312.3,1266.2543859649122,NA,12.9,7.5,NA,0.13030557037262822,NA,NA
1947-04-01,1947-06-30 23:59:59.999,NA,NA,NA,0.13135,NA,22.080,NA,0.8,NA,0.9,NA,NA,6.3,160.2,21.4,170.4,NA,164.1,61.9,189.9,NA,47.96725352112676,1219.3,1297.4,1249.432746478873,NA,8.5,5.0,NA,0.13133960228148606,NA,NA
1947-07-01,1947-09-30 23:59:59.999,NA,NA,NA,0.13380,NA,22.840,NA,0.9,NA,1.0,NA,NA,6.5,163.7,21.8,178.0,NA,171.5,63.2,197.8,NA,48.592977528089896,1223.3,1330.7,1282.1070224719104,NA,12.5,7.0,NA,0.13376418426392122,NA,NA
1947-10-01,1947-12-31 23:59:59.999,987385.7,706570.7,280815,0.13713,NA,23.410,NA,0.9,NA,1.0,46468.0,NA,6.4,167.8,23.5,179.8,940917.7,173.4,64.3,200.6,NA,46.682981090100104,1223.6,1311.5,1264.8170189098998,NA,10.2,5.7,NA,0.13709492947007246,NA,NA
1948-01-01,1948-03-31 23:59:59.999,NA,NA,NA,0.13865,NA,23.500,NA,1.0,NA,1.2,NA,NA,7.0,170.5,23.5,185.4,NA,178.4,65.4,206.6,NA,50.491370010787488,1229.8,1337.3,1286.8086299892124,NA,12.8,6.9,4.0,0.138637553278995,NA,NA
1948-04-01,1948-06-30 23:59:59.999,NA,NA,NA,0.14008,NA,24.150,NA,1.0,NA,1.3,NA,NA,6.7,174.3,24.0,193.2,NA,186.5,67.1,212.1,NA,47.82593167701864,1244.1,1379.1,1331.2740683229812,NA,16.7,8.6,3.6,0.14009136393299978,NA,NA
1948-07-01,1948-09-30 23:59:59.999,NA,NA,NA,0.14223,NA,24.360,NA,0.9,NA,1.3,NA,NA,7.1,177.2,25.3,199.4,NA,192.3,68.5,217.6,NA,49.91008024072216,1245.9,1401.7,1351.7899197592778,NA,19.9,10.0,3.8,0.1422558322037526,NA,NA
1948-10-01,1948-12-31 23:59:59.999,1047618.4,733931.4,313687,0.14179,NA,24.050,NA,0.9,NA,1.4,55109.0,NA,7.4,178.1,25.0,199.9,992509.4,192.5,69.4,218.3,NA,52.1775887943972,1255.8,1409.5,1357.322411205603,NA,19.5,9.8,4.0,0.14182334161050016,NA,NA
1949-01-01,1949-03-31 23:59:59.999,NA,NA,NA,0.14069,NA,23.910,NA,0.9,NA,1.4,NA,NA,7.2,177.0,24.4,194.4,NA,187.2,69.8,212.2,NA,51.177777777777776,1257.9,1381.8,1330.6222222222222,NA,15.2,7.8,5.0,0.14068606165870604,NA,NA
1949-04-01,1949-06-30 23:59:59.999,NA,NA,NA,0.13983,NA,23.920,NA,0.8,NA,1.5,NA,NA,7.2,178.6,26.4,194.2,NA,187.0,70.3,211.2,NA,51.482595262615864,1277.1,1388.6,1337.1174047373842,NA,13.2,6.8,6.2,0.13985308944260406,NA,NA
1949-07-01,1949-09-30 23:59:59.999,NA,NA,NA,0.13902,NA,23.750,NA,0.8,NA,1.6,NA,NA,7.1,177.9,27.3,194.3,NA,187.2,70.4,210.6,NA,51.06664951106536,1280.0,1397.5,1346.4333504889346,NA,13.9,7.2,6.6,0.13903398926654742,NA,NA
1949-10-01,1949-12-31 23:59:59.999,1097540.3,757469.3,340071,0.13889,NA,23.610,NA,0.8,NA,1.7,63409.0,NA,7.4,180.4,28.4,195.2,1034131.3,187.8,71.1,211.0,NA,53.278483606557384,1298.8,1405.4,1352.1215163934426,NA,12.3,6.3,6.6,0.13889284189554574,NA,NA
1950-01-01,1950-03-31 23:59:59.999,NA,NA,NA,0.13864,NA,23.640,NA,0.8,NA,1.8,NA,NA,8.3,183.1,29.3,209.9,NA,201.6,72.3,226.5,NA,59.855693187232024,1320.4,1513.7,1453.844306812768,NA,24.2,11.5,6.3,0.13866684283543634,NA,NA
1950-04-01,1950-06-30 23:59:59.999,NA,NA,NA,0.13930,NA,23.880,NA,0.8,NA,2.0,NA,NA,8.4,187.0,29.8,210.2,NA,201.8,74.4,227.8,NA,60.310561370123704,1342.1,1509.2,1448.8894386298764,NA,20.6,9.8,5.4,0.13927908825868008,NA,NA
1950-07-01,1950-09-30 23:59:59.999,NA,NA,NA,0.14221,NA,24.340,NA,0.7,NA,2.1,NA,NA,9.2,200.7,37.4,217.3,NA,208.1,76.7,236.2,NA,64.696364473078672,1411.0,1528.1,1463.4036355269212,NA,13.8,6.3,4.4,0.14220273542307444,NA,NA
1950-10-01,1950-12-31 23:59:59.999,1204475.8,817177.8,387298,0.14476,NA,24.980,NA,0.7,NA,2.2,76901.0,NA,9.5,198.1,33.3,222.6,1127574.8,213.1,78.1,245.1,NA,65.616576819407016,1368.4,1537.5,1471.8834231805932,NA,21.5,9.7,4.3,0.14478048780487804,NA,NA
1951-01-01,1951-03-31 23:59:59.999,NA,NA,NA,0.14938,NA,25.880,NA,0.7,NA,2.2,NA,NA,8.4,209.4,35.6,229.9,NA,221.5,81.8,254.4,NA,56.242366246193992,1401.5,1539.3,1483.057633753806,NA,17.6,7.7,3.4,0.14935360228675374,NA,NA
1951-04-01,1951-06-30 23:59:59.999,NA,NA,NA,0.15059,NA,25.930,NA,0.7,NA,2.2,NA,NA,8.6,205.1,30.7,237.0,NA,228.4,82.9,263.3,NA,57.097468354430384,1361.9,1573.5,1516.4025316455698,NA,28.9,12.2,3.2,0.15061963775023832,NA,NA
1951-07-01,1951-09-30 23:59:59.999,NA,NA,NA,0.15080,NA,26.030,NA,0.7,NA,2.2,NA,NA,8.6,207.8,30.2,240.0,NA,231.4,84.4,267.8,NA,57.025166666666664,1377.7,1591.4,1534.3748333333336,NA,29.3,12.2,3.3,0.15081060701269322,NA,NA
1951-10-01,1951-12-31 23:59:59.999,1324286.2,893350.2,430936,0.15279,NA,26.470,NA,0.8,NA,2.2,85567.0,NA,8.7,211.7,30.4,242.7,1238719.2,234.0,85.9,272.3,NA,56.942521631644,1385.8,1588.5,1531.557478368356,NA,28.0,11.5,3.1,0.15278564683663834,NA,NA
1952-01-01,1952-03-31 23:59:59.999,1343532.4,906413.4,437118.99999999992,0.15343,NA,26.390,NA,0.7,NA,2.3,86307.0,NA,8.2,213.1,30.8,243.6,1257225.4,235.4,87.6,274.5,NA,53.444745484400664,1388.9,1587.7,1534.2552545155996,NA,27.4,11.3,2.9,0.15342948919821122,NA,NA
1952-04-01,1952-06-30 23:59:59.999,1370401.6,921550.6,448851.00000000008,0.15340,NA,26.530,NA,0.7,NA,2.5,90493.0,NA,8.7,217.2,31.0,246.6,1279908.6,237.9,89.6,278.4,NA,56.722871046228704,1416.1,1607.8,1551.0771289537714,NA,26.2,10.6,3.0,0.15337728573205622,NA,NA
1952-07-01,1952-09-30 23:59:59.999,1387102.7,933610.7,453492,0.15440,NA,26.630,NA,0.8,NA,2.6,93522.0,NA,8.6,219.7,29.5,253.2,1293580.7,244.6,91.8,285.5,NA,55.709794628751976,1423.0,1640.2,1584.490205371248,NA,30.1,11.9,3.1,0.15437141811974148,NA,NA
1952-10-01,1952-12-31 23:59:59.999,1395842.8,931841.8,464001,0.15466,NA,26.710,NA,0.8,NA,2.8,97960.0,NA,8.8,227.9,33.7,259.1,1297882.8,250.3,93.8,292.2,NA,56.902817445001928,1473.3,1675.4,1618.497182554998,NA,27.6,10.7,2.7,0.15464963590784292,NA,NA
1953-01-01,1953-03-31 23:59:59.999,1408596.0,935643.0,472953,0.15526,NA,26.630,NA,0.9,NA,3.0,100274.0,NA,8.4,231.5,35.2,263.3,1308322.0,254.9,95.8,296.7,NA,54.100721610330416,1490.8,1695.8,1641.6992783896694,NA,28.0,10.6,2.6,0.15526595117348746,NA,NA
1953-04-01,1953-06-30 23:59:59.999,1414411.0,932434.0,481977,0.15550,NA,26.770,NA,0.9,NA,3.2,104767.0,NA,9.2,233.2,35.0,267.1,1309644.0,257.9,97.6,300.6,NA,59.171396480718824,1499.8,1717.9,1658.7286035192812,NA,29.9,11.2,2.5,0.15548052855230224,NA,NA
1953-07-01,1953-09-30 23:59:59.999,1431465.6,938427.6,493038.00000000008,0.15635,NA,26.890,NA,0.9,NA,3.3,107296.0,NA,9.0,233.9,34.6,267.3,1324169.6,258.3,99.5,300.5,NA,57.565656565656568,1496.3,1709.7,1652.1343434343436,NA,29.2,10.9,2.9,0.15634321810844006,NA,NA
1953-10-01,1953-12-31 23:59:59.999,1454134.9,960716.9,493417.99999999992,0.15703,NA,26.870,NA,0.9,NA,3.4,110689.0,NA,8.9,233.4,33.7,267.6,1343445.9,258.7,99.8,300.5,NA,56.672645739910312,1486.4,1704.0,1647.3273542600898,NA,29.9,11.2,4.5,0.15704225352112678,NA,NA
1954-01-01,1954-03-31 23:59:59.999,1477719.9,979416.9,498302.99999999992,0.15782,NA,26.930,NA,0.8,NA,3.4,110561.0,NA,9.4,235.4,32.9,270.3,1367158.9,260.9,101.3,300.5,NA,59.561154273029968,1491.8,1712.7,1653.1388457269702,NA,30.6,11.3,5.7,0.15782098441057978,NA,NA
1954-04-01,1954-06-30 23:59:59.999,1504411.6,1003014.6,501397.00000000008,0.15761,NA,26.940,NA,0.8,NA,3.4,114932.0,NA,8.9,238.2,33.6,270.2,1389479.6,261.3,103.2,300.2,NA,56.46658031088084,1511.3,1714.3,1657.8334196891194,NA,27.8,10.3,5.6,0.15761535320538994,NA,NA
1954-07-01,1954-09-30 23:59:59.999,1545721.1,1034860.1,510861.00000000008,0.15709,NA,26.810,NA,1.1,NA,3.4,117763.0,NA,9.3,240.6,33.2,272.2,1427958.1,262.9,105.2,302.2,NA,59.192689199118304,1531.8,1732.5,1673.3073108008818,NA,27.0,9.9,6.1,0.1571139971139971,NA,NA
1954-10-01,1954-12-31 23:59:59.999,1570936.5,1050039.5,520897,0.15693,NA,26.770,NA,0.9,NA,3.5,123092.0,NA,9.5,245.4,35.1,277.1,1447844.5,267.6,106.9,307.6,NA,60.534644532659688,1564.0,1765.7,1705.1653554673406,NA,27.3,9.9,5.0,0.15693492665798268,NA,NA
1955-01-01,1955-03-31 23:59:59.999,1596794.5,1068961.5,527833,0.15744,NA,26.790,NA,0.9,NA,3.6,126315.0,NA,10.0,251.8,38.4,282.5,1470479.5,272.5,108.8,313.9,NA,63.522123893805312,1599.1,1794.5,1730.9778761061948,NA,26.3,9.3,4.6,0.15742546670381722,2.64666666666667,NA
1955-04-01,1955-06-30 23:59:59.999,1641275.5,1100654.5,540621,0.15761,NA,26.710,NA,0.8,NA,3.9,133426.0,NA,10.2,256.8,40.7,289.1,1507849.5,278.9,110.0,321.5,NA,64.707021791767544,1629.7,1834.0,1769.2929782082326,NA,27.5,9.5,4.2,0.15763358778625954,2.76333333333333,NA
1955-07-01,1955-09-30 23:59:59.999,1687226.5,1132022.5,555204,0.15823,NA,26.850,NA,0.8,NA,4.1,138787.0,NA,10.8,261.0,42.4,295.5,1548439.5,284.7,111.7,328.9,3.25,68.26111675126904,1649.8,1867.7,1799.4388832487312,NA,29.5,10.0,4.1,0.15821598757830486,2.94666666666667,NA
1955-10-01,1955-12-31 23:59:59.999,1714934.5,1149477.5,565457,0.15867,NA,26.870,NA,0.9,NA,4.3,144426.0,NA,10.9,265.1,41.4,299.8,1570508.5,288.9,114.6,334.0,3.50,68.697631754503008,1670.5,1889.5,1820.8023682454972,NA,29.6,9.9,4.2,0.15866631383964012,2.91,NA
1956-01-01,1956-03-31 23:59:59.999,1761883.0,1184551.0,577332,0.15932,NA,26.890,NA,1.0,NA,4.5,146185.0,NA,11.2,266.6,39.7,304.1,1615698.0,292.9,116.4,339.5,3.50,70.308451167379136,1673.2,1909.0,1838.6915488326208,NA,32.1,10.6,4.2,0.15929806181246728,2.9,NA
1956-04-01,1956-06-30 23:59:59.999,1776354.0,1188191.0,588163,0.16040,NA,27.150,NA,1.0,NA,4.6,151446.0,NA,11.2,269.3,39.8,309.1,1624908.0,297.9,118.2,345.3,3.75,69.826981559365888,1678.8,1927.1,1857.273018440634,NA,34.3,11.1,4.3,0.1603964506252919,3.08333333333333,NA
1956-07-01,1956-09-30 23:59:59.999,1797785.3,1198215.3,599570,0.16196,NA,27.350,NA,1.0,NA,4.6,154833.0,NA,11.2,272.5,39.7,313.7,1642952.3,302.5,120.4,350.6,4.00,69.152948677080008,1682.6,1936.9,1867.74705132292,NA,35.6,11.3,3.9,0.16195983272239146,3.27333333333333,NA
1956-10-01,1956-12-31 23:59:59.999,1839123.8,1231049.8,608074,0.16292,NA,27.630,NA,1.0,NA,4.7,159600.0,NA,11.6,277.9,41.5,320.3,1679523.8,308.7,122.7,358.2,4.00,71.211614111770216,1705.8,1966.3,1895.0883858882296,NA,36.8,11.5,4.2,0.1628947769923206,3.47333333333333,NA
1957-01-01,1957-03-31 23:59:59.999,1852605.7,1233551.7,619054,0.16438,NA,27.860,NA,1.1,NA,4.7,160761.0,NA,11.6,282.3,42.6,324.2,1691844.7,312.6,124.3,362.8,4.00,70.562492288710672,1717.5,1972.1,1901.5375077112888,NA,36.0,11.1,3.7,0.16439328634450586,3.4033333333333304,NA
1957-04-01,1957-06-30 23:59:59.999,1896343.7,1265720.7,630623,0.16543,NA,28.110,NA,1.1,NA,4.8,165828.0,NA,11.8,284.6,42.2,328.5,1730515.7,316.7,126.0,367.5,4.00,71.338812785388128,1720.5,1986.0,1914.6611872146116,NA,38.0,11.6,4.3,0.16540785498489428,3.6266666666666704,NA
1957-07-01,1957-09-30 23:59:59.999,1896110.0,1256733.0,639377,0.16676,NA,28.320,NA,1.1,NA,4.9,168971.0,NA,11.9,289.2,41.9,333.0,1727139.0,321.1,128.0,372.2,4.50,71.357117117117112,1734.1,1996.8,1925.4428828828828,NA,37.8,11.4,4.4,0.16676682692307692,3.9266666666666696,NA
1957-10-01,1957-12-31 23:59:59.999,1910951.1,1267175.1,643776,0.16762,NA,28.470,NA,1.1,NA,5.0,172076.0,NA,11.7,290.8,41.5,332.7,1738875.1,321.0,130.3,371.5,4.50,69.80261496844004,1734.9,1984.9,1915.09738503156,NA,35.9,10.8,5.2,0.16761549700236786,3.6333333333333304,NA
1958-01-01,1958-03-31 23:59:59.999,1945165.4,1300822.4,644343,0.16968,NA,28.870,NA,1.0,NA,5.0,171212.0,NA,11.6,290.3,39.4,334.2,1773953.4,322.6,131.1,372.4,4.00,68.371274685816872,1711.1,1969.8,1901.4287253141828,NA,37.8,11.3,6.7,0.16966189460858972,3.04,NA
1958-04-01,1958-06-30 23:59:59.999,1977060.6,1327018.6,650042,0.16999,NA,28.910,NA,1.0,NA,5.0,174783.0,NA,11.7,293.2,38.6,337.1,1802277.6,325.4,133.4,374.8,3.50,68.825571047167,1725.1,1983.0,1914.1744289528328,NA,37.8,11.2,7.3,0.16999495713565308,2.9233333333333296,NA
1958-07-01,1958-09-30 23:59:59.999,2037380.7,1376948.7,660432,0.17012,NA,28.910,NA,1.0,NA,5.0,178359.0,NA,11.7,298.3,39.4,344.1,1859021.7,332.4,135.9,383.1,4.00,68.782127288578888,1753.5,2022.9,1954.1178727114212,NA,39.9,11.6,7.1,0.17010232834050126,3.5,NA
1958-10-01,1958-12-31 23:59:59.999,2077104.7,1406791.7,670313,0.17007,NA,28.970,NA,1.0,NA,5.0,184149.0,NA,11.4,302.2,40.7,348.2,1892955.7,336.8,137.5,387.6,4.00,67.038024124066624,1777.1,2047.6,1980.5619758759332,NA,40.0,11.5,6.2,0.17005274467669468,3.8,NA
1959-01-01,1959-03-31 23:59:59.999,2101143.4,1426920.4,674223,0.17125,NA,28.970,NA,0.8,NA,5.1,186644.0,NA,12.1,309.9,43.6,353.6,1914499.4,341.5,140.1,394.4,4.00,70.663178733031672,1809.4,2065.0,1994.3368212669684,2314.4,37.8,10.7,5.6,0.17123486682808716,3.99,NA
1959-04-01,1959-06-30 23:59:59.999,2136883.0,1450284.0,686599,0.17193,NA,29.110,NA,0.8,NA,5.3,193679.0,NA,12.5,315.9,45.5,360.7,1943204.0,348.2,143.3,402.7,4.50,72.705849736623232,1837.3,2098.0,2025.2941502633768,2350.3,38.7,10.7,5.0,0.17192564346997138,4.2566666666666704,NA
1959-07-01,1959-09-30 23:59:59.999,2155968.2,1458572.2,697396.00000000024,0.17295,NA,29.250,NA,0.8,NA,5.6,199894.0,NA,12.8,321.1,46.3,362.4,1956074.2,349.6,146.6,405.0,5.00,73.999116997792496,1856.5,2095.1,2021.1008830022072,2336.7,34.9,9.6,5.5,0.17297503699107442,4.5033333333333304,NA
1959-10-01,1959-12-31 23:59:59.999,2196255.3,1490235.3,706019.99999999976,0.17389,NA,29.410,NA,0.8,NA,5.8,206702.0,NA,13.0,323.2,44.1,366.9,1989553.3,353.9,149.6,410.7,5.00,74.765058599073312,1858.6,2110.1,2035.3349414009264,2380.9,37.1,10.1,5.3,0.17387801525994028,4.5833333333333304,NA
1960-01-01,1960-03-31 23:59:59.999,2204387.7,1483857.7,720530.00000000024,0.17413,NA,29.410,NA,0.8,NA,6.0,207626.0,NA,13.2,326.7,45.5,371.8,1996761.7,358.6,151.7,417.1,5.00,75.805917159763296,1876.3,2135.2,2059.3940828402364,2397.2,38.3,10.3,5.4,0.1741288872236793,4.4866666666666696,NA
1960-04-01,1960-06-30 23:59:59.999,2230093.3,1503158.3,726934.99999999984,0.17504,NA,29.610,NA,0.8,NA,6.2,214485.0,NA,13.2,332.6,46.4,376.1,2015608.3,362.9,154.2,422.1,5.00,75.409518745014624,1900.1,2148.6,2073.1904812549856,2412.8,36.5,9.7,5.4,0.17504421483756866,4.26,NA
1960-07-01,1960-09-30 23:59:59.999,2227405.0,1492664.0,734741,0.17572,NA,29.610,NA,0.8,NA,6.3,219067.0,NA,13.5,332.5,45.9,378.2,2008338.0,364.7,155.0,424.7,4.50,76.830777366472768,1892.5,2152.4,2075.5692226335272,2417.6,38.5,10.2,5.5,0.17571083441739452,3.8333333333333296,NA
1960-10-01,1960-12-31 23:59:59.999,2290028.4,1552476.4,737552,0.17650,NA,29.810,NA,0.9,NA,6.4,224550.0,NA,13.5,334.5,44.7,379.7,2065478.4,366.2,157.4,426.2,4.50,76.495259415327888,1894.9,2151.5,2075.004740584672,2401.0,38.0,10.0,6.6,0.1764815245177783,3.8866666666666696,NA
1961-01-01,1961-03-31 23:59:59.999,2345829.5,1609820.5,736009,0.17683,NA,29.840,NA,0.9,NA,6.5,225311.0,NA,13.6,335.0,42.2,384.1,2120518.5,370.5,159.3,430.7,4.50,76.919135641759968,1894.4,2172.4,2095.48086435824,2443.3,41.7,10.9,6.9,0.17680905910513716,3.7866666666666704,NA
1961-04-01,1961-06-30 23:59:59.999,2373420.9,1625285.9,748135,0.17681,NA,29.840,NA,0.9,NA,6.5,231512.0,NA,13.6,339.9,43.3,390.0,2141908.9,376.4,162.4,436.9,4.50,76.909743589743584,1922.6,2205.5,2128.590256410256,2491.2,42.6,10.9,6.9,0.176830650646112,3.79,NA
1961-07-01,1961-09-30 23:59:59.999,2414369.6,1654816.6,759553,0.17745,NA,29.980,NA,1.0,NA,6.5,235787.0,NA,13.9,342.8,44.6,396.6,2178582.6,382.7,163.7,444.0,4.50,78.325063035804336,1932.0,2234.8,2156.474936964196,2502.8,46.2,11.7,6.7,0.17746554501521388,3.98,NA
1961-10-01,1961-12-31 23:59:59.999,2475821.0,1706206.0,769615,0.17765,NA,30.010,NA,1.0,NA,6.6,242913.0,NA,14.5,350.1,46.7,404.7,2232908.0,390.2,167.3,452.8,4.50,81.614899925871008,1970.7,2277.9,2196.2851000741288,2564.5,46.9,11.6,6.0,0.17766363756091136,3.9733333333333304,NA
1962-01-01,1962-03-31 23:59:59.999,2490219.0,1710811.0,779408,0.17843,NA,30.170,NA,1.1,NA,6.6,244240.0,NA,14.6,355.4,47.7,410.3,2245979.0,395.7,169.8,459.7,4.50,81.831879112844256,1991.7,2299.7,2217.8681208871552,2590.1,47.2,11.5,5.6,0.17841457581423668,4.0166666666666704,3.39
1962-04-01,1962-06-30 23:59:59.999,2401116.2,1614596.2,786520.00000000016,0.17906,NA,30.210,NA,1.1,NA,6.8,251339.0,NA,15.0,361.0,49.0,416.1,2149777.2,401.1,173.2,467.0,4.50,83.774333093006496,2016.1,2323.9,2240.1256669069936,2611.4,47.2,11.3,5.5,0.1790524549249107,3.8733333333333296,3.56
1962-07-01,1962-09-30 23:59:59.999,2446095.8,1652403.8,793691.99999999984,0.17952,NA,30.420,NA,1.1,NA,7.1,257554.0,NA,15.2,364.9,49.6,419.4,2188541.8,404.2,175.4,471.7,4.50,84.6618979494516,2032.5,2336.0,2251.3381020505484,2627.7,46.3,11.0,5.6,0.1795376712328767,3.99,3.35
1962-10-01,1962-12-31 23:59:59.999,2557294.1,1753725.1,803569,0.18006,NA,30.380,NA,1.1,NA,7.3,265049.0,NA,15.4,371.1,51.5,424.3,2292245.1,408.9,178.1,477.9,4.50,85.532971953806272,2061.3,2356.6,2271.067028046194,2664.6,44.8,10.6,5.5,0.1800475260969193,3.9033333333333304,3.40
1963-01-01,1963-03-31 23:59:59.999,2606963.0,1793526.0,813437,0.18057,NA,30.510,NA,1.2,NA,7.5,267959.0,NA,15.8,374.7,52.6,429.2,2339004.0,413.4,179.7,483.3,4.50,87.496365330848096,2075.2,2376.8,2289.303634669152,2677.6,45.8,10.7,5.7,0.18057892965331536,3.8933333333333296,3.44
1963-04-01,1963-06-30 23:59:59.999,2648730.6,1831090.6,817640,0.18083,NA,30.610,NA,1.1,NA,7.8,277476.0,NA,16.1,378.9,53.9,433.8,2371254.6,417.7,182.2,488.1,4.50,89.032480405716928,2095.1,2398.9,2309.8675195942828,2710.3,46.0,10.6,5.6,0.180832881737463,3.9633333333333296,3.61
1963-07-01,1963-09-30 23:59:59.999,2698215.3,1867332.3,830882.99999999984,0.18169,NA,30.720,NA,1.2,NA,8.1,284993.0,NA,16.3,385.8,54.7,440.7,2413222.3,424.4,186.0,495.3,4.50,89.707329248922176,2123.7,2425.4,2335.692670751078,2739.3,45.5,10.3,5.5,0.18170198730106372,4.0333333333333296,3.82
1963-10-01,1963-12-31 23:59:59.999,2701149.3,1861986.3,839162.99999999984,0.18236,NA,30.880,NA,1.2,NA,8.4,294004.0,NA,16.8,390.5,55.7,449.5,2407145.3,432.7,189.5,504.7,4.50,92.129032258064528,2141.4,2465.0,2372.8709677419356,2781.8,49.4,11.0,5.5,0.18235294117647056,4.12,4.05
1964-01-01,1964-03-31 23:59:59.999,2752329.8,1908453.8,843875.99999999984,0.18324,NA,30.940,NA,1.3,NA,8.5,297969.0,NA,17.5,400.1,58.0,460.6,2454360.8,443.1,193.5,514.3,4.50,95.493920972644368,2183.6,2513.4,2417.9060790273556,2817.0,50.7,11.0,5.4,0.18325773852152464,4.18,4.16
1964-04-01,1964-06-30 23:59:59.999,2806341.3,1946166.3,860174.99999999984,0.18366,NA,31.010,NA,1.3,NA,8.8,307566.0,NA,18.0,408.1,59.5,474.0,2498775.3,456.0,197.2,523.7,4.50,98.008860759493664,2222.0,2580.9,2482.8911392405068,2862.4,55.8,11.8,5.2,0.18365686388469136,4.2,3.95
1964-07-01,1964-09-30 23:59:59.999,2858881.4,1989638.4,869243,0.18428,NA,31.080,NA,1.3,NA,9.1,314378.0,NA,18.4,417.0,61.4,481.7,2544503.4,463.3,200.7,533.3,4.50,99.857338592484944,2262.8,2614.2,2514.3426614075152,2906.7,54.3,11.3,5.1,0.18426287200673248,4.1933333333333296,4.01
1964-10-01,1964-12-31 23:59:59.999,2911416.4,2027310.4,884106,0.18490,NA,31.250,NA,1.4,NA,9.3,323369.0,NA,18.9,419.6,59.4,488.8,2588047.4,469.9,204.4,542.1,4.50,102.22935761047462,2269.2,2643.9,2541.6706423895252,2954.8,58.6,12.0,5.0,0.18487839933431672,4.1733333333333304,4.06
