dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,real_net_worth,rly,rnw,ry,saving,saving_rate,sb_1975_4,unemp,y_deflator,yield_10y,yield_3m
1945-01-01,1945-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1945-04-01,1945-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1945-07-01,1945-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1945-10-01,1945-12-31 23:59:59.999,797839.9,608512.9,189327,NA,NA,NA,NA,NA,NA,NA,30584.0,NA,NA,NA,NA,NA,767255.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1946-01-01,1946-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1946-04-01,1946-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1946-07-01,1946-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1946-10-01,1946-12-31 23:59:59.999,880826.8,660110.8,220716,NA,NA,NA,NA,NA,NA,NA,37441.0,NA,NA,NA,NA,NA,843385.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
1947-01-01,1947-03-31 23:59:59.999,NA,NA,NA,0.13030,NA,22.000,NA,0.9,NA,0.9,NA,NA,6.0,156.3,20.7,171.0,NA,165.0,60.7,190.2,NA,46.04561403508772,1199.4,1312.3,NA,1266.2543859649122,NA,NA,12.9,7.5,1,NA,0.13030557037262822,NA,NA
1947-04-01,1947-06-30 23:59:59.999,NA,NA,NA,0.13135,NA,22.080,NA,0.8,NA,0.9,NA,NA,6.3,160.2,21.4,170.4,NA,164.1,61.9,189.9,NA,47.96725352112676,1219.3,1297.4,NA,1249.432746478873,NA,NA,8.5,5.0,1,NA,0.13133960228148606,NA,NA
1947-07-01,1947-09-30 23:59:59.999,NA,NA,NA,0.13380,NA,22.840,NA,0.9,NA,1.0,NA,NA,6.5,163.7,21.8,178.0,NA,171.5,63.2,197.8,NA,48.592977528089896,1223.3,1330.7,NA,1282.1070224719104,NA,NA,12.5,7.0,1,NA,0.13376418426392122,NA,NA
1947-10-01,1947-12-31 23:59:59.999,987385.7,706570.7,280815,0.13713,NA,23.410,NA,0.9,NA,1.0,46468.0,NA,6.4,167.8,23.5,179.8,940917.7,173.4,64.3,200.6,NA,46.682981090100104,1223.6,1311.5,6863256.7494438256,1264.8170189098998,NA,NA,10.2,5.7,1,NA,0.13709492947007246,NA,NA
1948-01-01,1948-03-31 23:59:59.999,NA,NA,NA,0.13865,NA,23.500,NA,1.0,NA,1.2,NA,NA,7.0,170.5,23.5,185.4,NA,178.4,65.4,206.6,NA,50.491370010787488,1229.8,1337.3,NA,1286.8086299892124,NA,NA,12.8,6.9,1,4.0,0.138637553278995,NA,NA
1948-04-01,1948-06-30 23:59:59.999,NA,NA,NA,0.14008,NA,24.150,NA,1.0,NA,1.3,NA,NA,6.7,174.3,24.0,193.2,NA,186.5,67.1,212.1,NA,47.82593167701864,1244.1,1379.1,NA,1331.2740683229812,NA,NA,16.7,8.6,1,3.6,0.14009136393299978,NA,NA
1948-07-01,1948-09-30 23:59:59.999,NA,NA,NA,0.14223,NA,24.360,NA,0.9,NA,1.3,NA,NA,7.1,177.2,25.3,199.4,NA,192.3,68.5,217.6,NA,49.91008024072216,1245.9,1401.7,NA,1351.7899197592778,NA,NA,19.9,10.0,1,3.8,0.1422558322037526,NA,NA
1948-10-01,1948-12-31 23:59:59.999,1047618.4,733931.4,313687,0.14179,NA,24.050,NA,0.9,NA,1.4,55109.0,NA,7.4,178.1,25.0,199.9,992509.4,192.5,69.4,218.3,NA,52.1775887943972,1255.8,1409.5,6998209.1010505256,1357.322411205603,NA,NA,19.5,9.8,1,4.0,0.14182334161050016,NA,NA
1949-01-01,1949-03-31 23:59:59.999,NA,NA,NA,0.14069,NA,23.910,NA,0.9,NA,1.4,NA,NA,7.2,177.0,24.4,194.4,NA,187.2,69.8,212.2,NA,51.177777777777776,1257.9,1381.8,NA,1330.6222222222222,NA,NA,15.2,7.8,1,5.0,0.14068606165870604,NA,NA
1949-04-01,1949-06-30 23:59:59.999,NA,NA,NA,0.13983,NA,23.920,NA,0.8,NA,1.5,NA,NA,7.2,178.6,26.4,194.2,NA,187.0,70.3,211.2,NA,51.482595262615864,1277.1,1388.6,NA,1337.1174047373842,NA,NA,13.2,6.8,1,6.2,0.13985308944260406,NA,NA
1949-07-01,1949-09-30 23:59:59.999,NA,NA,NA,0.13902,NA,23.750,NA,0.8,NA,1.6,NA,NA,7.1,177.9,27.3,194.3,NA,187.2,70.4,210.6,NA,51.06664951106536,1280.0,1397.5,NA,1346.4333504889346,NA,NA,13.9,7.2,1,6.6,0.13903398926654742,NA,NA
1949-10-01,1949-12-31 23:59:59.999,1097540.3,757469.3,340071,0.13889,NA,23.610,NA,0.8,NA,1.7,63409.0,NA,7.4,180.4,28.4,195.2,1034131.3,187.8,71.1,211.0,NA,53.278483606557384,1298.8,1405.4,7445533.4478483616,1352.1215163934426,NA,NA,12.3,6.3,1,6.6,0.13889284189554574,NA,NA
1950-01-01,1950-03-31 23:59:59.999,NA,NA,NA,0.13864,NA,23.640,NA,0.8,NA,1.8,NA,NA,8.3,183.1,29.3,209.9,NA,201.6,72.3,226.5,NA,59.855693187232024,1320.4,1513.7,NA,1453.844306812768,NA,NA,24.2,11.5,1,6.3,0.13866684283543634,NA,NA
1950-04-01,1950-06-30 23:59:59.999,NA,NA,NA,0.13930,NA,23.880,NA,0.8,NA,2.0,NA,NA,8.4,187.0,29.8,210.2,NA,201.8,74.4,227.8,NA,60.310561370123704,1342.1,1509.2,NA,1448.8894386298764,NA,NA,20.6,9.8,1,5.4,0.13927908825868008,NA,NA
1950-07-01,1950-09-30 23:59:59.999,NA,NA,NA,0.14221,NA,24.340,NA,0.7,NA,2.1,NA,NA,9.2,200.7,37.4,217.3,NA,208.1,76.7,236.2,NA,64.696364473078672,1411.0,1528.1,NA,1463.4036355269212,NA,NA,13.8,6.3,1,4.4,0.14220273542307444,NA,NA
1950-10-01,1950-12-31 23:59:59.999,1204475.8,817177.8,387298,0.14476,NA,24.980,NA,0.7,NA,2.2,76901.0,NA,9.5,198.1,33.3,222.6,1127574.8,213.1,78.1,245.1,NA,65.616576819407016,1368.4,1537.5,7788168.2614555264,1471.8834231805932,NA,NA,21.5,9.7,1,4.3,0.14478048780487804,NA,NA
1951-01-01,1951-03-31 23:59:59.999,NA,NA,NA,0.14938,NA,25.880,NA,0.7,NA,2.2,NA,NA,8.4,209.4,35.6,229.9,NA,221.5,81.8,254.4,NA,56.242366246193992,1401.5,1539.3,NA,1483.057633753806,NA,NA,17.6,7.7,1,3.4,0.14935360228675374,NA,NA
1951-04-01,1951-06-30 23:59:59.999,NA,NA,NA,0.15059,NA,25.930,NA,0.7,NA,2.2,NA,NA,8.6,205.1,30.7,237.0,NA,228.4,82.9,263.3,NA,57.097468354430384,1361.9,1573.5,NA,1516.4025316455698,NA,NA,28.9,12.2,1,3.2,0.15061963775023832,NA,NA
1951-07-01,1951-09-30 23:59:59.999,NA,NA,NA,0.15080,NA,26.030,NA,0.7,NA,2.2,NA,NA,8.6,207.8,30.2,240.0,NA,231.4,84.4,267.8,NA,57.025166666666664,1377.7,1591.4,NA,1534.3748333333336,NA,NA,29.3,12.2,1,3.3,0.15081060701269322,NA,NA
1951-10-01,1951-12-31 23:59:59.999,1324286.2,893350.2,430936,0.15279,86.2,26.470,NA,0.8,NA,2.2,85567.0,NA,8.7,211.7,30.4,242.7,1238719.2,234.0,85.9,272.3,NA,56.942521631644,1385.8,1588.5,8107562.6254635344,1531.557478368356,NA,NA,28.0,11.5,1,3.1,0.15278564683663834,NA,NA
1952-01-01,1952-03-31 23:59:59.999,1343532.4,906413.4,437118.99999999992,0.15343,86.2,26.390,NA,0.7,NA,2.3,86307.0,NA,8.2,213.1,30.8,243.6,1257225.4,235.4,87.6,274.5,NA,53.444745484400664,1388.9,1587.7,8194157.5023809536,1534.2552545155996,8197793.9912338832,NA,27.4,11.3,1,2.9,0.15342948919821122,NA,NA
1952-04-01,1952-06-30 23:59:59.999,1370401.6,921550.6,448851.00000000008,0.15340,86.2,26.530,NA,0.7,NA,2.5,90493.0,NA,8.7,217.2,31.0,246.6,1279908.6,237.9,89.6,278.4,NA,56.722871046228704,1416.1,1607.8,8344837.9849148432,1551.0771289537714,8356073.0038023872,NA,26.2,10.6,1,3.0,0.15337728573205622,NA,NA
1952-07-01,1952-09-30 23:59:59.999,1387102.7,933610.7,453492,0.15440,86.2,26.630,NA,0.8,NA,2.6,93522.0,NA,8.6,219.7,29.5,253.2,1293580.7,244.6,91.8,285.5,NA,55.709794628751976,1423.0,1640.2,8379664.5503159568,1584.490205371248,8362218.064332904,NA,30.1,11.9,1,3.1,0.15437141811974148,NA,NA
1952-10-01,1952-12-31 23:59:59.999,1395842.8,931841.8,464001,0.15466,86.2,26.710,NA,0.8,NA,2.8,97960.0,NA,8.8,227.9,33.7,259.1,1297882.8,250.3,93.8,292.2,NA,56.902817445001928,1473.3,1675.4,8392407.7310690848,1618.497182554998,8396551.7554232832,NA,27.6,10.7,1,2.7,0.15464963590784292,NA,NA
1953-01-01,1953-03-31 23:59:59.999,1408596.0,935643.0,472953,0.15526,90.7,26.630,NA,0.9,NA,3.0,100274.0,NA,8.4,231.5,35.2,263.3,1308322.0,254.9,95.8,296.7,NA,54.100721610330416,1490.8,1695.8,8426329.0831750832,1641.6992783896694,8427694.3518123344,NA,28.0,10.6,1,2.6,0.15526595117348746,NA,NA
1953-04-01,1953-06-30 23:59:59.999,1414411.0,932434.0,481977,0.15550,90.7,26.770,NA,0.9,NA,3.2,104767.0,NA,9.2,233.2,35.0,267.1,1309644.0,257.9,97.6,300.6,NA,59.171396480718824,1499.8,1717.9,8423202.6491950576,1658.7286035192812,8433904.6699586432,NA,29.9,11.2,1,2.5,0.15548052855230224,NA,NA
1953-07-01,1953-09-30 23:59:59.999,1431465.6,938427.6,493038.00000000008,0.15635,80.8,26.890,NA,0.9,NA,3.3,107296.0,NA,9.0,233.9,34.6,267.3,1324169.6,258.3,99.5,300.5,NA,57.565656565656568,1496.3,1709.7,8469632.4920314272,1652.1343434343436,8454632.04712736,NA,29.2,10.9,1,2.9,0.15634321810844006,NA,NA
1953-10-01,1953-12-31 23:59:59.999,1454134.9,960716.9,493417.99999999992,0.15703,80.7,26.870,NA,0.9,NA,3.4,110689.0,NA,8.9,233.4,33.7,267.6,1343445.9,258.7,99.8,300.5,NA,56.672645739910312,1486.4,1704.0,8554677.92825112,1647.3273542600898,8559041.8177487184,NA,29.9,11.2,1,4.5,0.15704225352112678,NA,NA
1954-01-01,1954-03-31 23:59:59.999,1477719.9,979416.9,498302.99999999992,0.15782,82.0,26.930,NA,0.8,NA,3.4,110561.0,NA,9.4,235.4,32.9,270.3,1367158.9,260.9,101.3,300.5,NA,59.561154273029968,1491.8,1712.7,8662719.3785793552,1653.1388457269702,8662008.1806818832,NA,30.6,11.3,1,5.7,0.15782098441057978,NA,NA
1954-04-01,1954-06-30 23:59:59.999,1504411.6,1003014.6,501397.00000000008,0.15761,82.9,26.940,NA,0.8,NA,3.4,114932.0,NA,8.9,238.2,33.6,270.2,1389479.6,261.3,103.2,300.2,NA,56.46658031088084,1511.3,1714.3,8815636.1150259072,1657.8334196891194,8824678.6604465472,NA,27.8,10.3,1,5.6,0.15761535320538994,NA,NA
1954-07-01,1954-09-30 23:59:59.999,1545721.1,1034860.1,510861.00000000008,0.15709,82.9,26.810,NA,1.1,NA,3.4,117763.0,NA,9.3,240.6,33.2,272.2,1427958.1,262.9,105.2,302.2,NA,59.192689199118304,1531.8,1732.5,9088675.2691036016,1673.3073108008818,9077204.349887648,NA,27.0,9.9,1,6.1,0.1571139971139971,NA,NA
1954-10-01,1954-12-31 23:59:59.999,1570936.5,1050039.5,520897,0.15693,87.0,26.770,NA,0.9,NA,3.5,123092.0,NA,9.5,245.4,35.1,277.1,1447844.5,267.6,106.9,307.6,NA,60.534644532659688,1564.0,1765.7,9225763.3837964624,1705.1653554673406,9231347.4841389568,NA,27.3,9.9,1,5.0,0.15693492665798268,NA,NA
1955-01-01,1955-03-31 23:59:59.999,1596794.5,1068961.5,527833,0.15744,95.9,26.790,NA,0.9,NA,3.6,126315.0,NA,10.0,251.8,38.4,282.5,1470479.5,272.5,108.8,313.9,NA,63.522123893805312,1599.1,1794.5,9340798.098230088,1730.9778761061948,9335537.5742329904,NA,26.3,9.3,1,4.6,0.15742546670381722,2.64666666666667,NA
1955-04-01,1955-06-30 23:59:59.999,1641275.5,1100654.5,540621,0.15761,99.1,26.710,NA,0.8,NA,3.9,133426.0,NA,10.2,256.8,40.7,289.1,1507849.5,278.9,110.0,321.5,NA,64.707021791767544,1629.7,1834.0,9565534.3583535104,1769.2929782082326,9574801.7046102656,NA,27.5,9.5,1,4.2,0.15763358778625954,2.76333333333333,NA
1955-07-01,1955-09-30 23:59:59.999,1687226.5,1132022.5,555204,0.15823,99.1,26.850,NA,0.8,NA,4.1,138787.0,NA,10.8,261.0,42.4,295.5,1548439.5,284.7,111.7,328.9,3.25,68.26111675126904,1649.8,1867.7,9786871.2492385808,1799.4388832487312,9779199.3613766192,NA,29.5,10.0,1,4.1,0.15821598757830486,2.94666666666667,NA
1955-10-01,1955-12-31 23:59:59.999,1714934.5,1149477.5,565457,0.15867,99.7,26.870,NA,0.9,NA,4.3,144426.0,NA,10.9,265.1,41.4,299.8,1570508.5,288.9,114.6,334.0,3.50,68.697631754503008,1670.5,1889.5,9898184.8257171456,1820.8023682454972,9902765.0713046512,NA,29.6,9.9,1,4.2,0.15866631383964012,2.91,NA
1956-01-01,1956-03-31 23:59:59.999,1761883.0,1184551.0,577332,0.15932,99.7,26.890,NA,1.0,NA,4.5,146185.0,NA,11.2,266.6,39.7,304.1,1615698.0,292.9,116.4,339.5,3.50,70.308451167379136,1673.2,1909.0,10142609.279842156,1838.6915488326208,10136229.093814806,NA,32.1,10.6,1,4.2,0.15929806181246728,2.9,NA
1956-04-01,1956-06-30 23:59:59.999,1776354.0,1188191.0,588163,0.16040,98.2,27.150,NA,1.0,NA,4.6,151446.0,NA,11.2,269.3,39.8,309.1,1624908.0,297.9,118.2,345.3,3.75,69.826981559365888,1678.8,1927.1,10130573.299255904,1857.273018440634,10136333.663451484,NA,34.3,11.1,1,4.3,0.1603964506252919,3.08333333333333,NA
1956-07-01,1956-09-30 23:59:59.999,1797785.3,1198215.3,599570,0.16196,99.9,27.350,NA,1.0,NA,4.6,154833.0,NA,11.2,272.5,39.7,313.7,1642952.3,302.5,120.4,350.6,4.00,69.152948677080008,1682.6,1936.9,10144196.078642014,1867.74705132292,10143066.47281948,NA,35.6,11.3,1,3.9,0.16195983272239146,3.27333333333333,NA
1956-10-01,1956-12-31 23:59:59.999,1839123.8,1231049.8,608074,0.16292,100.2,27.630,NA,1.0,NA,4.7,159600.0,NA,11.6,277.9,41.5,320.3,1679523.8,308.7,122.7,358.2,4.00,71.211614111770216,1705.8,1966.3,10310482.822166718,1895.0883858882296,10313583.18901638,NA,36.8,11.5,1,4.2,0.1628947769923206,3.47333333333333,NA
1957-01-01,1957-03-31 23:59:59.999,1852605.7,1233551.7,619054,0.16438,100.2,27.860,NA,1.1,NA,4.7,160761.0,NA,11.6,282.3,42.6,324.2,1691844.7,312.6,124.3,362.8,4.00,70.562492288710672,1717.5,1972.1,10291446.43081431,1901.5375077112888,10282505.043126194,NA,36.0,11.1,1,3.7,0.16439328634450586,3.4033333333333304,NA
1957-04-01,1957-06-30 23:59:59.999,1896343.7,1265720.7,630623,0.16543,92.9,28.110,NA,1.1,NA,4.8,165828.0,NA,11.8,284.6,42.2,328.5,1730515.7,316.7,126.0,367.5,4.00,71.338812785388128,1720.5,1986.0,10462113.181735158,1914.6611872146116,10463838.697774988,NA,38.0,11.6,1,4.3,0.16540785498489428,3.6266666666666704,NA
1957-07-01,1957-09-30 23:59:59.999,1896110.0,1256733.0,639377,0.16676,92.9,28.320,NA,1.1,NA,4.9,168971.0,NA,11.9,289.2,41.9,333.0,1727139.0,321.1,128.0,372.2,4.50,71.357117117117112,1734.1,1996.8,10356610.075675676,1925.4428828828828,10368557.295035308,NA,37.8,11.4,1,4.4,0.16676682692307692,3.9266666666666696,NA
1957-10-01,1957-12-31 23:59:59.999,1910951.1,1267175.1,643776,0.16762,83.7,28.470,NA,1.1,NA,5.0,172076.0,NA,11.7,290.8,41.5,332.7,1738875.1,321.0,130.3,371.5,4.50,69.80261496844004,1734.9,1984.9,10374190.519957922,1915.09738503156,10368935.893871006,NA,35.9,10.8,1,5.2,0.16761549700236786,3.6333333333333304,NA
1958-01-01,1958-03-31 23:59:59.999,1945165.4,1300822.4,644343,0.16968,78.5,28.870,NA,1.0,NA,5.0,171212.0,NA,11.6,290.3,39.4,334.2,1773953.4,322.6,131.1,372.4,4.00,68.371274685816872,1711.1,1969.8,10455815.102692998,1901.4287253141828,10444188.772940104,NA,37.8,11.3,1,6.7,0.16966189460858972,3.04,NA
1958-04-01,1958-06-30 23:59:59.999,1977060.6,1327018.6,650042,0.16999,80.9,28.910,NA,1.0,NA,5.0,174783.0,NA,11.7,293.2,38.6,337.1,1802277.6,325.4,133.4,374.8,3.50,68.825571047167,1725.1,1983.0,10601947.43636903,1914.1744289528328,10601259.274963944,NA,37.8,11.2,1,7.3,0.16999495713565308,2.9233333333333296,NA
1958-07-01,1958-09-30 23:59:59.999,2037380.7,1376948.7,660432,0.17012,80.9,28.910,NA,1.0,NA,5.0,178359.0,NA,11.7,298.3,39.4,344.1,1859021.7,332.4,135.9,383.1,4.00,68.782127288578888,1753.5,2022.9,10928843.350566694,1954.1178727114212,10959419.789390206,NA,39.9,11.6,1,7.1,0.17010232834050126,3.5,NA
1958-10-01,1958-12-31 23:59:59.999,2077104.7,1406791.7,670313,0.17007,90.8,28.970,NA,1.0,NA,5.0,184149.0,NA,11.4,302.2,40.7,348.2,1892955.7,336.8,137.5,387.6,4.00,67.038024124066624,1777.1,2047.6,11131579.814244686,1980.5619758759332,11112982.2445581,NA,40.0,11.5,1,6.2,0.17005274467669468,3.8,NA
1959-01-01,1959-03-31 23:59:59.999,2101143.4,1426920.4,674223,0.17125,90.8,28.970,NA,0.8,NA,5.1,186644.0,NA,12.1,309.9,43.6,353.6,1914499.4,341.5,140.1,394.4,4.00,70.663178733031672,1809.4,2065.0,11180546.552601808,1994.3368212669684,11158991.531537696,2314.4,37.8,10.7,1,5.6,0.17123486682808716,3.99,NA
1959-04-01,1959-06-30 23:59:59.999,2136883.0,1450284.0,686599,0.17193,95.3,29.110,NA,0.8,NA,5.3,193679.0,NA,12.5,315.9,45.5,360.7,1943204.0,348.2,143.3,402.7,4.50,72.705849736623232,1837.3,2098.0,11302583.842528418,2025.2941502633768,11309030.948186764,2350.3,38.7,10.7,1,5.0,0.17192564346997138,4.2566666666666704,NA
1959-07-01,1959-09-30 23:59:59.999,2155968.2,1458572.2,697396.00000000024,0.17295,95.3,29.250,NA,0.8,NA,5.6,199894.0,NA,12.8,321.1,46.3,362.4,1956074.2,349.6,146.6,405.0,5.00,73.999116997792496,1856.5,2095.1,11308419.029856512,2021.1008830022072,11358768.454585582,2336.7,34.9,9.6,1,5.5,0.17297503699107442,4.5033333333333304,NA
1959-10-01,1959-12-31 23:59:59.999,2196255.3,1490235.3,706019.99999999976,0.17389,93.8,29.410,NA,0.8,NA,5.8,206702.0,NA,13.0,323.2,44.1,366.9,1989553.3,353.9,149.6,410.7,5.00,74.765058599073312,1858.6,2110.1,11442236.081575362,2035.3349414009264,11403496.903224722,2380.9,37.1,10.1,1,5.3,0.17387801525994028,4.5833333333333304,NA
1960-01-01,1960-03-31 23:59:59.999,2204387.7,1483857.7,720530.00000000024,0.17413,100.0,29.410,NA,0.8,NA,6.0,207626.0,NA,13.2,326.7,45.5,371.8,1996761.7,358.6,151.7,417.1,5.00,75.805917159763296,1876.3,2135.2,11467147.880150616,2059.3940828402364,11438724.92925774,2397.2,38.3,10.3,1,5.4,0.1741288872236793,4.4866666666666696,NA
1960-04-01,1960-06-30 23:59:59.999,2230093.3,1503158.3,726934.99999999984,0.17504,93.3,29.610,NA,0.8,NA,6.2,214485.0,NA,13.2,332.6,46.4,376.1,2015608.3,362.9,154.2,422.1,5.00,75.409518745014624,1900.1,2148.6,11514852.415261898,2073.1904812549856,11532573.98475289,2412.8,36.5,9.7,1,5.4,0.17504421483756866,4.26,NA
1960-07-01,1960-09-30 23:59:59.999,2227405.0,1492664.0,734741,0.17572,97.2,29.610,NA,0.8,NA,6.3,219067.0,NA,13.5,332.5,45.9,378.2,2008338.0,364.7,155.0,424.7,4.50,76.830777366472768,1892.5,2152.4,11429790.352194608,2075.5692226335272,11489636.226420954,2417.6,38.5,10.2,1,5.5,0.17571083441739452,3.8333333333333296,NA
1960-10-01,1960-12-31 23:59:59.999,2290028.4,1552476.4,737552,0.17650,90.1,29.810,NA,0.9,NA,6.4,224550.0,NA,13.5,334.5,44.7,379.7,2065478.4,366.2,157.4,426.2,4.50,76.495259415327888,1894.9,2151.5,11703652.298130102,2075.004740584672,11652821.571160174,2401.0,38.0,10.0,1,6.6,0.1764815245177783,3.8866666666666696,NA
1961-01-01,1961-03-31 23:59:59.999,2345829.5,1609820.5,736009,0.17683,91.6,29.840,NA,0.9,NA,6.5,225311.0,NA,13.6,335.0,42.2,384.1,2120518.5,370.5,159.3,430.7,4.50,76.919135641759968,1894.4,2172.4,11993268.392085396,2095.48086435824,11955605.43327891,2443.3,41.7,10.9,1,6.9,0.17680905910513716,3.7866666666666704,NA
1961-04-01,1961-06-30 23:59:59.999,2373420.9,1625285.9,748135,0.17681,92.5,29.840,NA,0.9,NA,6.5,231512.0,NA,13.6,339.9,43.3,390.0,2141908.9,376.4,162.4,436.9,4.50,76.909743589743584,1922.6,2205.5,12112769.433205128,2128.590256410256,12142590.761871182,2491.2,42.6,10.9,1,6.9,0.176830650646112,3.79,NA
