dateid01,dateid,assets,assets_fin,assets_nonfinancial,c_deflator,consumer_sentiment,cpi,gov_debt,gov_transfers,house_prices,interest_payments,liabilities,mortgage_30y,n_piy,nc,ndc,ndy,net_worth,nly,nsc,ny,prime_rate,r_piy,rc,rdy,real_net_worth,rly,rnw,ry,saving,saving_rate,sb_1975_4,unemp,y_deflator,yield_10y,yield_3m
2002-01-01,2002-03-31 23:59:59.999,52930211.5,34145896.5,18784315,0.85064,95.7,178.500,3443674,95.2,261.53,211.1,8105058.5,7.01,385.4,7251.4,974.9,7988.2,44825153.0,7602.8,4691.8,9053.4,4.75,453.07006835081736,8524.6,9390.8,52695732.053829392,8937.7299316491824,52473979.637618064,10628.8,430.6,5.4,0,5.7,0.850641052945436,5.0766666666666696,4.31
2002-04-01,2002-06-30 23:59:59.999,52082962.4,32882139.4,19200823,0.85719,92.4,179.600,3463544,95.8,265.96,215.8,8295331.5,6.65,397.3,7344.5,979.7,8090.5,43787630.9,7693.2,4756.7,9135.5,4.75,463.49129472838512,8568.1,9438.4,51082773.065516336,8974.9087052716128,50781394.484305288,10677.5,434.4,5.4,0,5.8,0.85718977792846256,5.1,3.37
2002-07-01,2002-09-30 23:59:59.999,51038953.3,31382239.3,19656713.999999996,0.86151,86.1,180.800,3552588,97.7,271.24,215.2,8490681.5,6.09,402.0,7433.1,1003.5,8120.8,42548271.8,7718.8,4813.0,9169.6,4.75,466.62552950448224,8628.0,9426.3,49388332.980536392,8959.6744704955168,50122476.526933968,10643.2,374.8,4.6,0,5.7,0.86150451396624352,4.26,2.02
2002-10-01,2002-12-31 23:59:59.999,52430018.5,32381105.5,20048913,0.86545,86.7,181.800,3647385,99.4,275.10,209.9,8757905.5,6.05,409.8,7507.2,983.3,8197.2,43672113.0,7787.4,4880.4,9239.6,4.25,473.51067193675888,8674.4,9471.6,50461716.865612648,8998.0893280632432,50240415.347294816,10696.3,380.7,4.6,0,6.0,0.86545039908779936,4.0066666666666704,1.99
2003-01-01,2003-03-31 23:59:59.999,52879093.3,32429721.3,20449371.999999996,0.87156,77.6,183.900,3710779,99.0,278.45,202.6,8950122.0,5.75,409.6,7593.5,974.0,8278.1,43928971.3,7868.5,4937.0,9296.0,4.25,469.96059482248344,8712.5,9498.0,50402552.446503424,9028.0394051775168,50149725.610348768,10674.8,382.9,4.6,0,5.9,0.87156243419667296,3.92,1.93
2003-04-01,2003-06-30 23:59:59.999,55055811.4,34198317.4,20857494,0.87231,89.7,183.100,3816279,101.0,281.83,211.1,9327245.5,5.23,411.1,7684.6,1007.8,8405.2,45728565.9,7994.1,5008.3,9419.9,4.00,471.27421715128728,8809.5,9635.5,52422024.071937608,9164.225782848712,52235523.41026848,10855.4,408.5,4.9,0,6.3,0.8723159151055992,3.62,1.66
2003-07-01,2003-09-30 23:59:59.999,56280474.6,34926787.6,21353687,0.87764,87.7,185.100,3924045,100.0,286.14,213.3,9582264.0,6.15,434.6,7845.5,1042.3,8595.1,46698210.6,8160.5,5080.4,9545.8,4.00,495.1904736419588,8939.4,9793.4,53208718.419801984,9298.2095263580416,53870701.444912248,10889.9,436.2,5.1,0,6.1,0.87764208548614368,4.2333333333333296,1.95
2003-10-01,2003-12-31 23:59:59.999,58861276.5,36931987.5,21929289,0.88119,92.6,185.500,4044054,106.7,294.22,212.4,9832718.0,5.88,473.6,7938.5,1046.0,8664.8,49028558.5,8191.2,5150.2,9684.9,4.00,537.45138953005264,9008.8,9833.0,55638654.75608208,9295.5486104699472,55399067.680831184,11023.0,407.2,4.7,0,5.7,0.88119597274483872,4.2866666666666696,2.37
2004-01-01,2004-03-31 23:59:59.999,61259888.2,38600953.2,22658935,0.88791,95.8,187.100,4176667,108.3,298.80,211.2,10029201.4,5.45,513.8,8076.8,1062.3,8794.5,51230686.8,8280.7,5235.3,9802.8,4.00,578.66107908351808,9096.4,9904.7,57697945.710155208,9326.0389209164816,57440868.99557792,11068.8,398.2,4.5,0,5.8,0.88791179944874656,4.0199999999999992,1.99
2004-04-01,2004-06-30 23:59:59.999,62777199.7,39304200.7,23472999,0.89415,95.6,188.900,4218734,110.5,306.06,216.5,10350571.9,6.29,541.4,8186.3,1071.7,8943.5,52426627.8,8402.1,5313.1,9966.8,4.25,605.4950768714708,9155.5,10002.3,58633293.368808624,9396.8049231285296,58523604.866701696,11169.7,430.2,4.8,0,5.6,0.894144346800236,4.6,3.16
2004-07-01,2004-09-30 23:59:59.999,63966984.6,39757006.6,24209978,0.89935,94.2,189.800,4303366,111.7,317.74,225.4,10614991.9,5.75,547.1,8312.7,1084.2,9042.9,53351992.7,8495.8,5402.5,10105.8,4.75,608.3265091950592,9243.0,10054.9,59322667.661837472,9446.5734908049392,59901899.449545528,11256.8,393.2,4.3,0,5.4,0.89935255447592704,4.3033333333333304,2.89
2004-10-01,2004-12-31 23:59:59.999,66955346.3,41948770.3,25006576,0.90645,97.1,191.700,4406352,111.5,324.51,234.0,11004078.4,5.75,646.0,8464.3,1101.1,9228.2,55951268.0,8582.2,5488.2,10317.6,5.25,712.67068334019632,9337.8,10180.6,61725740.556208144,9467.9293166598032,61490138.899538176,11626.1,418.5,4.5,0,5.4,0.90644952163919616,4.1733333333333304,3.25
2005-01-01,2005-03-31 23:59:59.999,68275646.0,42325490.0,25950156,0.91114,92.6,193.100,4572397,119.2,331.97,239.7,11200119.4,5.93,554.5,8573.1,1110.5,9186.6,57075526.6,8632.1,5566.7,10354.3,5.75,608.57621426860864,9409.2,10082.5,62641673.409585696,9473.9237857313904,62394931.91649588,11388.9,254.6,2.8,0,5.2,0.91114306967517984,4.2966666666666704,3.96
2005-04-01,2005-06-30 23:59:59.999,70119055.6,43202035.6,26917019.999999992,0.91720,96.0,193.700,4527630,119.4,342.57,250.0,11525221.4,5.58,569.2,8723.9,1140.6,9320.8,58593834.2,8751.6,5666.5,10513.8,6.25,620.58848596686984,9511.5,10162.3,63883799.81231868,9541.711514033128,63880674.089694024,11504.2,227.5,2.4,0,5.0,0.917193942316208,4.16,3.67
2005-07-01,2005-09-30 23:59:59.999,72099111.4,44347466.4,27751645.000000008,0.92726,76.9,198.800,4601378,119.7,352.88,253.1,11872531.4,5.77,574.5,8888.1,1145.4,9471.5,60226580.0,8897.0,5762.6,10693.3,6.75,619.5671488148656,9585.2,10214.5,64951106.09829488,9594.9328511851344,65364049.9087144,11501.6,210.6,2.2,0,5.0,0.92726026726712032,4.2133333333333304,4.18
2005-10-01,2005-12-31 23:59:59.999,74006588.8,45474800.8,28531788,0.93452,91.5,198.100,4714607,121.7,360.87,252.4,12162410.4,6.27,615.0,8991.3,1112.4,9624.4,61844178.5,9009.4,5859.4,10875.7,7.25,658.08782885166872,9621.3,10298.7,66177075.050699272,9640.6121711483312,65955692.602511968,11707.0,259.0,2.7,0,4.9,0.93452571683804736,4.49,4.37
2006-01-01,2006-03-31 23:59:59.999,76405280.9,47313774.9,29091506.000000008,0.93885,88.9,199.700,4872804,121.8,366.64,263.2,12524963.4,6.32,685.2,9134.3,1153.3,9889.8,63880317.6,9204.6,5942.4,11205.5,7.75,729.83243341624704,9729.2,10534.0,68041342.150336712,9804.167566583752,67922794.0909044,11974.9,370.5,3.7,0,4.7,0.93884564268084288,4.57,4.83
2006-04-01,2006-06-30 23:59:59.999,76630374.0,47391511.0,29238863,0.94609,84.9,201.800,4797450,128.2,370.43,267.8,12865980.4,6.68,715.9,9253.7,1147.0,9981.1,63764393.7,9265.2,6031.4,11325.3,8.25,756.690326717496,9781.0,10549.8,67397541.418907728,9793.109673282504,67411245.454572528,11983.0,331.3,3.3,0,4.6,0.94609376481070736,5.07,5.13
2006-07-01,2006-09-30 23:59:59.999,77510335.7,48156245.7,29354090,0.95286,85.4,202.800,4843208,129.8,373.52,277.2,13194987.4,6.40,732.6,9374.3,1158.0,10081.2,64315348.3,9348.6,6106.8,11435.1,8.25,768.8404892274728,9838.1,10579.9,67496920.354637336,9811.059510772528,67712271.220026288,12053.3,299.9,3.0,0,4.5,0.95286344861482624,4.8966666666666704,4.62
2006-10-01,2006-12-31 23:59:59.999,79800562.5,50306432.5,29494130,0.95122,91.7,203.100,4901208,133.2,377.34,292.3,13461538.4,6.14,761.0,9453.6,1166.1,10195.5,66339024.1,9434.5,6192.2,11590.1,8.25,800.02966014418128,9938.4,10718.4,69741375.696477864,9918.3703398558192,69603755.332503456,12233.2,316.4,3.1,0,4.4,0.95121473354231984,4.63,4.74
2007-01-01,2007-03-31 23:59:59.999,80960713.6,51518939.6,29441773.999999992,0.96008,88.4,205.288,5054278,137.4,378.76,288.1,13645061.4,6.16,779.6,9591.9,1173.4,10358.0,67315652.2,9578.4,6289.7,11815.3,8.25,812.01684881251216,9990.7,10788.7,70114730.342743784,9976.683151187488,70047247.283372672,12347.8,340.6,3.3,0,4.4,0.96007860075820064,4.68,4.54
2007-04-01,2007-06-30 23:59:59.999,81815945.3,52720781.3,29095164,0.96771,85.3,207.234,4943033,139.3,378.55,304.6,13941533.4,6.66,820.3,9700.9,1184.9,10460.5,67874411.9,9640.2,6349.8,11943.2,8.25,847.66816595765008,10024.6,10809.5,70138947.032460216,9961.8318340423504,70196751.192888168,12333.3,315.6,3.0,0,4.6,0.96771358527221424,4.8466666666666704,4.89
2007-07-01,2007-09-30 23:59:59.999,82055795.3,53369330.3,28686465,0.97319,83.4,208.547,5049242,141.4,374.41,318.1,14188655.4,6.38,831.2,9799.2,1190.2,10547.3,67867139.9,9716.1,6424.7,12042.1,7.75,854.10128468897248,10069.2,10837.9,69737020.42439392,9983.7987153110256,69819722.170993056,12397.0,288.6,2.7,0,4.7,0.9731866874579024,4.7300000000000008,4.03
2007-10-01,2007-12-31 23:59:59.999,81149211.1,52973562.1,28175648.999999992,0.98296,75.5,211.445,5136288,143.0,373.37,312.6,14395757.4,6.10,835.1,9910.0,1190.1,10662.2,66753453.7,9827.1,6491.4,12178.9,7.25,849.57416855808368,10081.8,10847.0,67910441.774108528,9997.4258314419152,67819272.558816704,12421.5,296.5,2.8,0,5.0,0.98296303125288112,4.26,3.07
2008-01-01,2008-03-31 23:59:59.999,78930861.3,51560972.3,27369889,0.99139,69.5,213.448,5334048,147.0,370.85,301.0,14528361.4,5.97,865.1,9974.4,1152.3,10831.2,64402500.0,9966.1,6568.1,12360.6,5.25,872.61587174089648,10061.0,10925.3,64962020.205517384,10052.684128259102,64925049.284929592,12494.5,408.8,3.8,0,5.1,0.99138696420235616,3.6633333333333296,1.79
2008-04-01,2008-06-30 23:59:59.999,77360692.3,50930572.3,26430120,1.00177,56.4,217.463,5285025,150.4,361.76,291.8,14453062.4,6.32,827.1,10095.8,1139.8,11175.4,62907629.9,10348.3,6637.0,12512.4,5.00,825.64198775882752,10077.9,11155.7,62796736.302542192,10330.058012241174,62883783.173150368,12466.5,637.5,5.7,0,5.6,1.0017659133895676,3.8866666666666696,2.91
2008-07-01,2008-09-30 23:59:59.999,75325251.5,49514788.5,25810463,1.01197,70.3,218.877,5814240,152.8,350.59,292.2,14581664.4,6.04,797.4,10124.9,1101.9,11029.7,60743587.1,10232.3,6674.6,12472.1,5.00,787.96540975729152,10005.1,10899.2,60024887.759442232,10111.23459024271,60031339.106628304,12340.5,459.9,4.2,0,6.1,1.0119733558426308,3.8633333333333304,2.28
2008-10-01,2008-12-31 23:59:59.999,70779428.8,45998557.8,24780871,0.99746,60.1,211.398,6372651,145.5,347.49,273.5,14279874.4,5.33,732.2,9859.6,1015.1,10941.4,56499554.4,10209.2,6672.1,12373.4,3.25,734.0603798417024,9884.7,10969.2,56643108.9371086,10235.139620158298,56618468.157558848,12383.7,662.7,6.1,0,7.3,0.99746563103963808,3.25333333333333,1.00
2009-01-01,2009-03-31 23:59:59.999,69053701.7,45117594.7,23936107,0.99182,57.3,212.495,6836338,147.0,350.10,271.9,14105746.4,5.00,666.3,9770.2,1012.0,10858.9,54947955.3,10192.6,6633.3,12054.4,3.25,671.79783863927288,9850.8,10948.5,55401347.153215336,10276.702161360728,55292710.90775916,12090.1,669.8,6.2,0,8.7,0.99181623053386304,2.73666666666667,1.15
2009-04-01,2009-06-30 23:59:59.999,69951144.9,46321462.9,23629682.000000008,0.99626,70.8,214.790,7176464,148.7,340.80,277.6,14079929.4,5.42,562.4,9769.8,1004.8,10985.2,55871215.5,10422.8,6621.4,12110.4,3.25,564.50928157885152,9806.4,11026.4,56080760.53136948,10461.89071842115,56226150.585542936,12080.5,789.2,7.2,0,9.5,0.9962635130232896,3.31333333333333,1.64
2009-07-01,2009-09-30 23:59:59.999,71466439.7,47933205.7,23533234,1.00253,73.5,215.861,7554537,149.6,331.83,279.2,14080460.4,5.06,505.5,9890.8,1045.8,10933.0,57385979.3,10427.5,6645.9,12059.5,3.25,504.22388182566536,9865.9,10905.4,57241110.276979784,10401.176118174334,57240753.292657888,12028.2,613.5,5.6,0,9.8,1.002530856273039,3.51666666666667,1.45
2009-10-01,2009-12-31 23:59:59.999,72310506.7,48617541.7,23692965,1.00936,72.5,217.347,7814359,153.1,329.49,267.1,14063165.4,4.93,480.8,9957.1,1030.7,10993.0,58247341.3,10512.2,6693.6,12125.5,3.25,476.33883380332944,9864.8,10891.0,57706885.663449464,10414.66116619667,57712239.009356592,12048.4,615.6,5.6,0,9.9,1.0093655311725278,3.46,1.70
2010-01-01,2010-03-31 23:59:59.999,73195920.0,49483412.0,23712508,1.01279,73.6,217.353,8294251,158.4,325.54,259.2,13922946.4,4.97,504.6,10044.5,1040.2,11041.5,59272973.6,10536.9,6739.7,12187.1,3.25,498.22480641217224,9917.7,10902.0,58524109.784648832,10403.775193587828,58300678.162183048,12043.4,579.4,5.2,0,9.9,1.0127958172812328,3.7166666666666696,1.60
2010-04-01,2010-06-30 23:59:59.999,72227235.1,48506753.1,23720481.999999992,1.01393,76.0,217.199,8639220,155.2,322.72,252.4,13868417.4,4.74,524.1,10137.7,1064.7,11197.6,58358817.7,10673.5,6812.0,12365.6,3.25,516.90144138029576,9998.4,11043.8,57557254.314787096,10526.898558619704,57774746.709667832,12231.9,652.3,5.8,0,9.4,1.0139263659247724,3.4900000000000004,1.00
2010-07-01,2010-09-30 23:59:59.999,73840524.5,50430704.5,23409820,1.01693,68.2,218.275,9027611,156.5,325.87,246.8,13822377.4,4.35,555.2,10233.4,1075.1,11286.7,60018147.1,10731.5,6871.0,12496.1,3.25,545.95707868553256,10063.1,11098.8,59018970.206834592,10552.842921314466,59047245.05249284,12300.6,650.0,5.8,0,9.5,1.0169297581720546,2.78666666666667,0.64
2010-10-01,2010-12-31 23:59:59.999,76244635.0,52905698.0,23338937,1.02233,74.5,220.472,9395411,157.4,323.56,244.7,13782205.4,4.71,594.6,10393.2,1102.8,11425.7,62462429.7,10831.1,6934.8,12668.6,3.25,581.61587648896784,10166.1,11176.2,61098454.08273804,10594.584123511032,61124800.76288956,12462.6,630.5,5.5,0,9.3,1.0223242246917556,2.86333333333333,1.02
2011-01-01,2011-03-31 23:59:59.999,77714619.7,54479177.7,23235442,1.02999,67.5,223.044,9656573,158.3,314.64,243.3,13730123.4,4.84,637.0,10523.5,1115.3,11652.2,63984496.3,11015.2,6989.6,13025.1,3.25,618.45121951219504,10217.1,11312.9,62121334.013514176,10694.448780487804,61756003.011385072,12646.3,727.0,6.2,0,9.0,1.0299923096641888,3.46,1.29
2011-04-01,2011-06-30 23:59:59.999,77926433.3,54736909.3,23189524,1.04041,71.5,224.841,9746879,158.8,309.37,240.5,13645383.4,4.51,661.1,10651.4,1112.3,11751.7,64281050.0,11090.6,7063.4,13142.2,3.25,635.41927721095672,10237.7,11295.2,61784024.095237288,10659.780722789044,62070863.349155864,12669.3,701.0,6.0,0,9.1,1.0404153976910546,3.21,0.81
2011-07-01,2011-09-30 23:59:59.999,75324800.7,52088830.7,23235970,1.04593,59.5,226.676,10132039,158.8,311.93,243.0,13567607.4,4.11,697.5,10754.5,1123.8,11876.6,61757193.3,11179.1,7141.4,13294.8,3.25,666.87286344576728,10282.2,11355.1,59045442.773254128,10688.227136554232,59145234.026033568,12686.1,720.3,6.1,0,9.0,1.0459264999867902,2.42666666666667,0.42
2011-10-01,2011-12-31 23:59:59.999,77250105.0,53879001.0,23371104,1.04954,69.9,227.145,10452503,162.2,313.44,238.7,13574477.4,3.96,733.4,10827.9,1149.8,11924.9,63675627.6,11191.5,7177.0,13345.8,3.25,698.78076965005992,10316.8,11362.0,60669899.184999456,10663.21923034994,60675474.316557768,12778.7,696.2,5.8,0,8.5,1.0495423340961098,2.04666666666667,0.36
2012-01-01,2012-03-31 23:59:59.999,79400670.3,55718623.3,23682047,1.05508,76.2,228.866,10876394,163.0,310.19,242.4,13559561.4,3.95,750.8,10959.7,1177.3,12186.0,65841108.9,11435.2,7250.1,13650.7,3.25,711.6026456589528,10387.6,11549.8,62403712.421895608,10838.197354341048,61974132.976928568,12982.7,821.0,6.7,0,8.2,1.0550832049039812,2.03666666666667,0.51
2012-04-01,2012-06-30 23:59:59.999,79614726.8,55493467.8,24121259,1.05858,73.2,228.626,11048217,163.1,309.16,240.0,13584255.4,3.68,779.1,11030.6,1179.4,12296.6,66030471.4,11517.5,7313.3,13776.1,3.25,735.99055185986384,10420.2,11616.2,62376849.037675464,10880.209448140138,62661114.65706064,13029.5,863.0,7.0,0,8.2,1.0585733716705978,1.82333333333333,0.41
2012-07-01,2012-09-30 23:59:59.999,81787540.7,57194063.7,24593477,1.06202,78.3,231.104,11274396,159.7,313.14,244.0,13557848.4,3.50,792.7,11119.8,1195.4,12323.8,68229692.3,11531.1,7367.9,13828.9,3.25,746.40695808111152,10470.4,11604.1,64245133.190933808,10857.693041918888,64432863.40140544,13068.6,800.3,6.5,0,7.8,1.0620211821683714,1.64333333333333,0.31
2012-10-01,2012-12-31 23:59:59.999,83156654.9,58082989.9,25073665.000000008,1.06673,72.9,231.165,11586560,166.6,315.69,240.0,13645084.4,3.35,1008.1,11222.6,1216.1,12729.7,69511570.5,11721.6,7433.8,14295.1,3.25,945.0388100269448,10520.6,11933.4,65163309.0649976,10988.361189973054,65136293.753294232,13714.8,1100.5,8.6,0,7.9,1.066728677493422,1.7066666666666702,0.36
2013-01-01,2013-03-31 23:59:59.999,85889598.7,60122946.7,25766652,1.06949,78.6,232.245,11922454,166.0,317.36,243.5,13594571.4,3.57,790.4,11351.1,1237.8,12340.4,72295027.3,11550.0,7518.9,13977.2,3.25,739.04488023078672,10613.7,11538.6,67597760.364638104,10799.555119769214,67135136.873657256,13125.8,579.8,4.7,0,7.5,1.0694884994713396,1.95,0.36
2013-04-01,2013-06-30 23:59:59.999,87464051.2,60954527.2,26509524,1.07072,84.1,232.583,11906573,166.2,322.52,243.4,13617836.4,4.07,828.4,11414.3,1245.4,12470.7,73846214.8,11642.3,7593.2,14131.3,3.25,773.68349811959232,10660.4,11647.0,68968611.527468384,10873.316501880408,69235384.221976864,13226.7,646.9,5.2,0,7.5,1.070722074353911,1.99666666666667,0.66
2013-07-01,2013-09-30 23:59:59.999,89943232.0,62806533.0,27136699,1.07517,77.5,233.773,11980978,163.6,328.08,250.8,13734056.4,4.49,848.4,11518.7,1252.4,12585.8,76209175.6,11737.4,7653.4,14247.4,3.25,789.08655468861744,10713.3,11705.9,70881230.327515144,10916.813445311384,71133322.522617016,13292.9,652.8,5.2,0,7.2,1.0751672233659948,2.71,0.63
2013-10-01,2013-12-31 23:59:59.999,92659740.2,64986161.2,27673579,1.07787,82.5,234.697,12355194,166.7,331.56,250.8,13793572.4,4.46,831.0,11653.3,1261.5,12623.7,78866167.8,11792.7,7767.2,14311.7,3.25,770.96435276503728,10811.4,11711.7,73168476.549922768,10940.735647234964,73137699.54020968,13266.9,552.9,4.4,0,6.7,1.0778708471016162,2.74666666666667,0.78
2014-01-01,2014-03-31 23:59:59.999,93864946.6,65746107.6,28118838.999999992,1.08153,80.0,235.790,12619199,168.6,334.29,249.8,13780681.4,4.34,828.0,11728.5,1262.3,12772.9,80084265.2,11944.9,7837.8,14484.7,3.25,765.58673441426768,10844.3,11810.1,74047646.222746592,11044.513265585732,73557404.306679152,13456.8,626.1,4.9,0,6.6,1.0815234417998154,2.76333333333333,0.90
2014-04-01,2014-06-30 23:59:59.999,95430244.7,67072061.7,28358183,1.08780,84.1,237.348,12572021,167.5,341.92,251.3,13940526.8,4.16,857.0,11870.7,1298.4,12945.2,81489717.9,12088.2,7906.2,14660.5,3.25,787.83199950560816,10912.6,11900.4,74912727.41225784,11112.568000494392,75166679.808275552,13497.4,655.6,5.1,0,6.1,1.0877953682229168,2.62333333333333,0.88
2014-07-01,2014-09-30 23:59:59.999,95410006.1,66756576.1,28653429.999999992,1.09113,86.4,237.626,12784809,170.2,346.74,260.9,14061197.8,4.16,871.8,12002.0,1320.2,13050.3,81348808.3,12178.5,7990.4,14792.1,3.25,798.9846624215536,10999.5,11960.3,74554313.074066512,11161.315337578448,74825452.7976272,13583.0,617.2,4.7,0,5.9,1.0911348377549058,2.49666666666667,1.07
2014-10-01,2014-12-31 23:59:59.999,NA,NA,NA,1.08973,NA,236.284,NA,174.7,NA,266.5,NA,3.86,885.9,12112.3,1332.0,13155.1,NA,12269.2,8102.9,14928.9,3.25,812.95438347104912,11114.9,12071.9,NA,11258.94561652895,NA,13768.0,601.7,4.6,0,5.6,1.0897290401676622,2.28,1.10
2015-01-01,2015-03-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.7,NA,NA,1.05
2015-04-01,2015-06-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2015-07-01,2015-09-30 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
2015-10-01,2015-12-31 23:59:59.999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
